K,rho,angle,F_triangle,r(theta*),type
1.8083333333333333,0.9848857801796099,0.14648286559314305,-2.0943951023931957,0.9996316711563861,complex
1.81,0.9848857801796111,0.14654959543675808,-2.0943951023931957,0.9996323406435046,complex
1.8116666666666668,0.9848857801796106,0.14661629488564018,-2.0943951023931957,0.9996330083061471,complex
1.8133333333333335,0.98488578017961,0.1466829639819048,-2.0943951023931957,0.99963367415094,complex
1.815,0.984885780179611,0.14674960276756954,-2.0943951023931957,0.9996343381844796,complex
1.8166666666666667,0.9848857801796104,0.14681621128455477,-2.0943951023931957,0.9996350004133319,complex
1.8183333333333334,0.9848857801796104,0.14688278957468356,-2.0943951023931957,0.9996356608440339,complex
1.82,0.9848857801796108,0.1469493376796824,-2.0943951023931957,0.9996363194830922,complex
1.8216666666666668,0.9848857801796114,0.14701585564118114,-2.0943951023931957,0.9996369763369843,complex
1.8233333333333335,0.9848857801796101,0.1470823435007136,-2.0943951023931957,0.9996376314121589,complex
1.8250000000000002,0.9848857801796111,0.14714880129971772,-2.0943951023931957,0.9996382847150347,complex
1.8266666666666667,0.98488578017961,0.147215229079536,-2.0943951023931957,0.9996389362520022,complex
1.8283333333333334,0.9848857801796107,0.1472816268814155,-2.0943951023931957,0.9996395860294227,complex
1.83,0.9848857801796107,0.1473479947465087,-2.0943951023931957,0.9996402340536295,complex
1.8316666666666668,0.9848857801796111,0.14741433271587315,-2.0943951023931957,0.9996408803309264,complex
1.8333333333333335,0.9848857801796108,0.14748064083047244,-2.0943951023931957,0.9996415248675895,complex
1.835,0.9848857801796104,0.14754691913117587,-2.0943951023931957,0.999642167669867,complex
1.8366666666666667,0.9848857801796108,0.14761316765875931,-2.0943951023931957,0.9996428087439783,complex
1.8383333333333334,0.9848857801796106,0.147679386453905,-2.0943951023931957,0.9996434480961156,complex
1.84,0.9848857801796104,0.14774557555720236,-2.0943951023931957,0.999644085732443,complex
1.8416666666666668,0.9848857801796109,0.14781173500914788,-2.0943951023931957,0.9996447216590975,complex
1.8433333333333335,0.9848857801796105,0.14787786485014556,-2.0943951023931957,0.999645355882188,complex
1.8450000000000002,0.9848857801796105,0.14794396512050728,-2.0943951023931957,0.9996459884077966,complex
1.8466666666666667,0.9848857801796101,0.14801003586045292,-2.0943951023931957,0.9996466192419782,complex
1.8483333333333334,0.9848857801796106,0.1480760771101109,-2.0943951023931957,0.9996472483907605,complex
1.85,0.9848857801796106,0.14814208890951847,-2.0943951023931957,0.9996478758601448,complex
